attendance,current_test_score,current_assignment_score,previous_test_score,previous_assignment_score,fees,gender,dropout_target
67,56,46,61,62,Unpaid,Female,Medium Risk
76,59,54,40,44,Paid,Male,Low Risk
69,57,61,52,60,Paid,Female,Low Risk
39,47,21,43,20,Paid,Male,High Risk
72,70,68,79,61,Unpaid,Male,Low Risk
79,76,65,78,58,Paid,Male,Low Risk
44,42,41,33,51,Unpaid,Female,High Risk
51,56,49,36,45,Paid,Male,Medium Risk
28,40,31,59,56,Paid,Male,High Risk
57,67,54,66,59,Paid,Male,Medium Risk
59,68,69,66,50,Unpaid,Male,Medium Risk
42,46,49,36,65,Paid,Female,Medium Risk
76,71,65,63,52,Paid,Female,Low Risk
56,57,44,57,48,Paid,Male,Medium Risk
28,32,35,53,54,Unpaid,Male,High Risk
36,49,35,58,43,Unpaid,Male,High Risk
54,66,49,48,41,Unpaid,Female,Medium Risk
70,47,23,40,40,Paid,Male,Medium Risk
72,58,52,65,43,Paid,Female,Low Risk
50,53,56,47,53,Unpaid,Male,High Risk
20,30,41,25,40,Paid,Male,High Risk
61,54,55,43,48,Unpaid,Male,Medium Risk
64,60,52,58,60,Paid,Male,Low Risk
26,50,47,54,61,Unpaid,Male,High Risk
36,37,39,32,55,Paid,Male,High Risk
43,42,47,32,40,Paid,Male,High Risk
59,53,52,46,37,Paid,Male,Medium Risk
60,73,66,69,68,Paid,Male,Low Risk
37,61,59,73,57,Paid,Female,Medium Risk
80,75,72,70,64,Paid,Female,Low Risk
72,64,42,47,42,Paid,Female,Low Risk
59,56,65,36,52,Paid,Male,Medium Risk
30,48,48,52,44,Paid,Female,High Risk
73,73,71,66,69,Unpaid,Female,Low Risk
45,57,70,66,61,Paid,Female,Medium Risk
60,44,52,49,38,Unpaid,Male,High Risk
39,43,43,32,44,Unpaid,Male,High Risk
59,54,46,61,68,Paid,Female,Medium Risk
48,45,51,42,48,Paid,Male,Medium Risk
65,41,57,43,51,Paid,Female,Low Risk
54,53,37,64,51,Paid,Male,Medium Risk
61,66,52,65,53,Unpaid,Male,Medium Risk
67,40,43,35,48,Paid,Male,Low Risk
62,51,44,48,40,Paid,Male,Medium Risk
67,57,28,48,30,Paid,Female,Low Risk
32,30,39,47,51,Paid,Female,High Risk
47,54,49,46,38,Paid,Female,Medium Risk
31,38,44,39,42,Unpaid,Female,High Risk
42,53,40,58,41,Unpaid,Male,High Risk
45,34,36,46,51,Paid,Male,High Risk
69,66,51,57,45,Unpaid,Female,Medium Risk
74,52,60,59,77,Unpaid,Female,Low Risk
49,58,76,51,50,Paid,Male,Medium Risk
29,47,31,43,42,Unpaid,Female,High Risk
58,59,59,68,54,Paid,Male,Medium Risk
46,42,53,52,59,Paid,Male,Medium Risk
72,51,67,65,74,Unpaid,Female,Low Risk
80,51,47,42,53,Paid,Male,Low Risk
40,54,65,60,64,Unpaid,Female,High Risk
41,39,54,49,55,Paid,Male,High Risk
49,32,29,52,36,Unpaid,Female,High Risk
58,65,49,61,60,Paid,Male,Low Risk
55,82,56,82,60,Paid,Male,Low Risk
66,64,53,61,39,Paid,Female,Low Risk
63,61,64,68,67,Paid,Male,Low Risk
57,47,42,57,64,Paid,Male,Medium Risk
52,53,44,61,59,Paid,Female,Medium Risk
82,60,54,57,61,Paid,Female,Low Risk
52,44,55,52,48,Unpaid,Male,Medium Risk
74,75,68,69,68,Unpaid,Female,Low Risk
43,48,29,54,30,Paid,Male,High Risk
76,62,56,51,51,Paid,Male,Low Risk
75,40,56,45,46,Paid,Male,Low Risk
40,62,50,48,56,Paid,Female,Medium Risk
60,47,51,37,56,Unpaid,Male,Medium Risk
70,67,65,78,69,Paid,Male,Low Risk
39,50,69,41,53,Paid,Female,High Risk
61,56,46,63,74,Paid,Female,Low Risk
58,47,34,47,53,Paid,Female,Medium Risk
62,57,50,44,54,Unpaid,Female,Medium Risk
68,46,62,52,72,Paid,Female,Medium Risk
36,31,37,39,59,Paid,Male,High Risk
65,57,46,64,47,Paid,Female,Low Risk
78,63,74,66,67,Paid,Female,Low Risk
48,47,52,48,47,Paid,Male,High Risk
53,54,33,54,36,Unpaid,Female,High Risk
39,29,21,20,21,Paid,Male,High Risk
82,63,61,62,62,Paid,Female,Low Risk
54,42,59,61,49,Unpaid,Male,Medium Risk
41,44,38,49,40,Unpaid,Male,High Risk
85,81,73,82,81,Paid,Female,Low Risk
47,42,46,51,53,Paid,Female,High Risk
33,35,40,37,60,Unpaid,Male,High Risk
36,49,63,71,64,Paid,Male,Medium Risk
62,63,61,58,61,Unpaid,Female,Medium Risk
20,42,46,42,64,Paid,Male,High Risk
46,45,65,39,50,Paid,Female,Medium Risk
53,61,59,46,47,Paid,Female,Medium Risk
47,49,54,53,39,Unpaid,Male,High Risk
70,64,72,65,76,Unpaid,Male,Low Risk
62,70,68,64,82,Paid,Female,Low Risk
67,66,49,48,49,Paid,Male,Low Risk
57,49,51,63,65,Unpaid,Female,High Risk
39,45,40,41,39,Paid,Female,High Risk
48,38,42,35,18,Unpaid,Female,High Risk
84,79,66,71,53,Unpaid,Male,Low Risk
79,84,74,85,74,Paid,Male,Low Risk
36,40,45,38,43,Paid,Male,High Risk
54,53,53,41,42,Paid,Female,Medium Risk
37,54,34,62,59,Unpaid,Female,High Risk
51,27,32,30,31,Paid,Male,High Risk
48,65,66,53,43,Paid,Male,Low Risk
50,50,55,44,55,Paid,Male,Medium Risk
82,76,67,66,59,Unpaid,Male,Low Risk
72,56,55,54,51,Paid,Female,Low Risk
36,47,48,52,47,Paid,Male,High Risk
72,54,69,37,58,Unpaid,Male,Medium Risk
62,50,54,61,40,Unpaid,Male,Medium Risk
62,34,31,50,42,Unpaid,Male,High Risk
39,44,65,29,41,Paid,Male,High Risk
76,83,71,62,78,Paid,Male,Low Risk
77,72,57,64,56,Paid,Male,Low Risk
60,70,72,55,71,Paid,Male,Low Risk
59,63,72,50,59,Paid,Female,Low Risk
48,35,44,61,42,Unpaid,Female,High Risk
55,60,58,56,45,Paid,Male,Medium Risk
58,48,30,57,54,Paid,Female,Medium Risk
56,57,64,57,68,Unpaid,Male,Medium Risk
51,64,63,62,49,Paid,Female,Low Risk
59,48,43,39,35,Paid,Female,Medium Risk
85,82,89,63,71,Unpaid,Male,Low Risk
37,38,34,51,43,Unpaid,Male,High Risk
70,67,83,50,75,Paid,Female,Low Risk
71,53,62,55,58,Paid,Female,Low Risk
44,41,63,44,64,Paid,Male,High Risk
44,41,54,30,43,Unpaid,Male,High Risk
56,55,52,57,60,Paid,Male,Medium Risk
65,50,48,59,63,Paid,Female,Low Risk
36,47,31,46,56,Unpaid,Female,High Risk
42,39,50,27,38,Paid,Female,High Risk
63,52,50,57,58,Unpaid,Male,Medium Risk
59,53,56,50,58,Paid,Female,Medium Risk
48,49,40,47,39,Paid,Female,Medium Risk
39,48,51,56,51,Unpaid,Male,High Risk
61,62,62,51,56,Unpaid,Female,Medium Risk
60,57,36,54,64,Paid,Male,Medium Risk
50,44,50,48,62,Paid,Male,Medium Risk
37,52,57,50,57,Unpaid,Male,High Risk
69,70,53,71,58,Unpaid,Male,Low Risk
56,55,52,64,57,Unpaid,Male,Medium Risk
39,42,47,55,59,Paid,Male,High Risk
43,72,67,78,66,Paid,Male,Medium Risk
62,66,72,72,76,Paid,Male,Low Risk
51,46,51,55,53,Unpaid,Female,High Risk
70,76,59,60,53,Paid,Female,Low Risk
59,51,64,55,61,Paid,Female,Low Risk
35,31,41,15,43,Paid,Female,High Risk
53,84,93,76,75,Unpaid,Male,Medium Risk
69,78,53,52,42,Unpaid,Female,Low Risk
63,63,69,49,37,Unpaid,Male,High Risk
67,52,34,50,50,Paid,Female,Medium Risk
53,49,48,44,37,Unpaid,Male,High Risk
45,54,56,54,46,Paid,Male,Medium Risk
53,32,40,48,38,Unpaid,Female,High Risk
47,53,64,48,50,Paid,Male,Medium Risk
28,41,63,47,57,Paid,Male,High Risk
60,56,47,61,56,Paid,Male,Medium Risk
55,45,59,52,54,Paid,Male,Medium Risk
69,56,48,46,32,Unpaid,Male,Medium Risk
62,40,33,21,31,Paid,Female,Medium Risk
53,50,41,37,45,Unpaid,Female,High Risk
47,53,44,53,60,Unpaid,Female,High Risk
63,54,56,50,54,Paid,Male,Low Risk
51,50,52,40,39,Paid,Male,Medium Risk
36,29,25,33,29,Paid,Female,High Risk
62,58,38,60,55,Paid,Male,Medium Risk
41,51,43,50,37,Paid,Female,High Risk
30,37,41,36,33,Unpaid,Male,High Risk
49,54,52,54,48,Paid,Male,Medium Risk
71,51,56,61,64,Paid,Male,Low Risk
52,47,58,35,41,Unpaid,Female,High Risk
49,63,62,51,52,Paid,Male,Medium Risk
46,43,55,32,60,Unpaid,Male,High Risk
67,70,60,63,45,Paid,Male,Low Risk
48,55,65,44,51,Paid,Male,Medium Risk
53,39,49,35,45,Unpaid,Male,High Risk
49,43,46,42,44,Paid,Male,Medium Risk
45,52,67,53,69,Paid,Female,Medium Risk
36,45,37,31,31,Paid,Female,High Risk
72,72,67,51,54,Paid,Female,Low Risk
59,58,39,45,41,Paid,Male,Low Risk
63,37,41,40,53,Paid,Male,Medium Risk
65,65,53,42,42,Paid,Female,Low Risk
69,75,73,72,71,Paid,Female,Low Risk
47,49,65,41,68,Paid,Female,Medium Risk
51,64,47,65,47,Paid,Female,Low Risk
35,46,57,39,37,Paid,Male,High Risk
54,52,57,60,59,Unpaid,Male,Medium Risk
81,70,60,48,50,Paid,Male,Low Risk
50,61,62,47,54,Unpaid,Male,High Risk
64,74,74,75,70,Paid,Female,Low Risk
60,69,50,59,45,Unpaid,Male,Medium Risk
60,69,57,41,42,Paid,Male,Medium Risk
68,66,65,59,48,Paid,Female,Low Risk
62,50,70,55,60,Paid,Male,Medium Risk
47,49,47,58,56,Paid,Female,Medium Risk
45,67,62,70,57,Paid,Male,Medium Risk
60,60,39,73,66,Paid,Male,Low Risk
50,41,48,43,52,Unpaid,Male,High Risk
58,60,70,63,56,Unpaid,Male,Medium Risk
74,80,98,63,77,Paid,Male,Low Risk
26,44,41,63,47,Paid,Female,High Risk
31,37,24,45,21,Unpaid,Female,High Risk
55,34,37,52,53,Unpaid,Female,High Risk
43,47,49,52,40,Paid,Male,High Risk
63,32,33,30,44,Paid,Male,High Risk
55,41,36,43,43,Unpaid,Male,High Risk
47,45,54,41,49,Paid,Female,Medium Risk
85,56,38,58,44,Unpaid,Male,Medium Risk
51,44,44,59,61,Paid,Male,Medium Risk
67,47,38,19,25,Unpaid,Female,High Risk
68,66,59,61,52,Unpaid,Male,Medium Risk
58,63,44,60,58,Paid,Female,Low Risk
49,58,81,56,71,Paid,Male,Medium Risk
45,50,55,52,46,Unpaid,Female,High Risk
58,70,67,73,64,Paid,Female,Low Risk
66,62,50,60,45,Paid,Male,Low Risk
46,51,54,39,57,Paid,Female,Medium Risk
63,51,37,47,40,Paid,Male,Medium Risk
57,51,33,45,38,Paid,Female,Medium Risk
64,52,67,34,63,Unpaid,Female,Medium Risk
52,61,58,68,58,Unpaid,Female,Medium Risk
40,60,55,59,66,Paid,Male,Medium Risk
41,52,46,49,49,Paid,Male,Medium Risk
34,36,53,48,54,Unpaid,Female,High Risk
58,53,65,50,60,Unpaid,Male,Medium Risk
71,55,68,39,69,Unpaid,Female,Medium Risk
50,49,33,43,31,Unpaid,Male,High Risk
47,48,58,51,58,Unpaid,Female,High Risk
40,38,59,34,65,Paid,Male,High Risk
52,52,62,63,62,Paid,Male,Medium Risk
50,51,54,58,57,Unpaid,Female,Medium Risk
64,74,70,71,52,Unpaid,Female,Low Risk
18,39,42,36,44,Unpaid,Male,High Risk
54,64,60,53,63,Paid,Male,Medium Risk
52,57,51,48,50,Paid,Female,Medium Risk
55,59,54,39,42,Paid,Female,Medium Risk
66,57,53,63,52,Paid,Male,Low Risk
34,41,40,34,39,Unpaid,Female,High Risk
62,57,58,72,61,Unpaid,Female,Medium Risk
59,51,44,44,41,Paid,Female,Medium Risk
60,79,63,67,58,Paid,Male,Low Risk
61,59,68,35,31,Unpaid,Male,Medium Risk
48,61,43,29,40,Unpaid,Male,High Risk
58,45,39,35,41,Paid,Female,Medium Risk
46,54,27,42,26,Paid,Female,High Risk
51,47,56,30,46,Paid,Male,High Risk
63,76,63,71,46,Paid,Female,Low Risk
22,45,47,57,41,Paid,Female,High Risk
62,76,71,72,66,Paid,Male,Low Risk
33,56,48,58,39,Unpaid,Female,High Risk
39,59,53,70,59,Paid,Male,Medium Risk
29,49,44,55,50,Paid,Male,High Risk
34,44,67,52,60,Paid,Male,High Risk
70,64,61,49,56,Paid,Female,Low Risk
70,53,66,51,52,Paid,Female,Low Risk
69,58,63,53,57,Paid,Male,Low Risk
62,60,39,45,49,Paid,Male,Medium Risk
53,48,37,36,22,Paid,Female,Medium Risk
54,48,40,46,48,Paid,Male,Medium Risk
84,55,64,62,58,Paid,Male,Low Risk
58,51,53,64,65,Paid,Female,Medium Risk
62,54,39,48,55,Unpaid,Female,High Risk
34,33,40,27,33,Paid,Female,High Risk
49,38,34,45,33,Paid,Male,Medium Risk
33,36,48,38,43,Paid,Female,High Risk
56,38,47,43,47,Paid,Female,Medium Risk
69,50,61,51,55,Paid,Female,Low Risk
55,53,63,42,47,Paid,Male,Medium Risk
70,56,63,69,63,Paid,Female,Low Risk
65,48,56,49,59,Unpaid,Female,Medium Risk
46,33,44,18,35,Paid,Male,High Risk
68,63,77,69,66,Paid,Female,Low Risk
55,54,38,42,36,Paid,Female,Medium Risk
27,40,41,26,41,Paid,Male,High Risk
65,61,55,63,63,Paid,Male,Low Risk
59,48,52,59,52,Paid,Male,Medium Risk
84,64,60,53,58,Unpaid,Male,Low Risk
31,36,31,39,48,Paid,Male,High Risk
64,36,60,42,50,Paid,Male,Medium Risk
57,57,49,55,47,Paid,Male,Low Risk
49,44,34,45,47,Unpaid,Female,High Risk
62,66,64,56,65,Unpaid,Male,Medium Risk
36,36,32,47,53,Paid,Male,High Risk
62,68,54,65,55,Paid,Female,Low Risk
67,59,53,60,64,Unpaid,Male,Medium Risk
46,49,40,24,36,Paid,Male,High Risk
64,61,40,52,26,Paid,Female,Medium Risk
74,53,64,61,56,Paid,Female,Low Risk
39,49,42,49,43,Paid,Female,High Risk
30,20,33,21,31,Paid,Female,High Risk
65,70,61,61,62,Paid,Male,Low Risk
36,46,53,53,38,Paid,Male,High Risk
44,40,45,46,62,Unpaid,Female,High Risk
48,46,58,49,67,Paid,Male,Medium Risk
59,45,35,30,42,Unpaid,Female,High Risk
72,80,78,83,69,Paid,Female,Low Risk
39,54,57,54,58,Paid,Female,Medium Risk
60,69,74,69,75,Unpaid,Male,Medium Risk
62,53,60,39,59,Paid,Male,Low Risk
38,48,41,52,48,Paid,Female,High Risk
33,47,43,55,50,Paid,Male,Medium Risk
61,48,44,42,53,Paid,Male,Low Risk
78,58,66,36,41,Paid,Female,Low Risk
42,34,26,40,36,Paid,Female,High Risk
60,63,62,65,61,Paid,Male,Medium Risk
38,56,48,45,45,Unpaid,Female,High Risk
42,43,49,48,44,Paid,Male,Medium Risk
48,61,62,77,77,Paid,Male,Medium Risk
71,49,57,48,50,Paid,Female,Low Risk
57,64,64,52,62,Paid,Male,Low Risk
46,51,49,48,56,Paid,Female,Medium Risk
41,65,43,54,49,Unpaid,Female,High Risk
63,57,55,58,54,Unpaid,Female,Medium Risk
75,72,73,57,61,Unpaid,Female,Medium Risk
51,42,49,38,53,Unpaid,Female,High Risk
40,63,50,61,59,Paid,Male,Medium Risk
47,58,44,68,55,Paid,Female,Medium Risk
47,47,56,42,45,Paid,Female,Medium Risk
52,41,61,38,61,Unpaid,Male,High Risk
58,46,48,53,52,Paid,Male,Medium Risk
72,72,73,62,55,Paid,Male,Low Risk
46,51,56,31,45,Paid,Male,Medium Risk
57,52,64,56,72,Paid,Female,Low Risk
52,61,73,71,61,Paid,Female,Medium Risk
52,49,54,55,49,Paid,Male,Medium Risk
56,35,54,34,50,Paid,Male,Medium Risk
51,63,33,57,42,Unpaid,Female,Medium Risk
49,67,53,69,61,Paid,Female,Medium Risk
73,57,48,63,60,Paid,Male,Low Risk
33,38,46,48,45,Paid,Male,High Risk
14,38,31,21,6,Paid,Female,High Risk
66,61,56,70,67,Paid,Male,Low Risk
78,52,52,35,44,Paid,Female,Low Risk
52,58,56,61,64,Unpaid,Male,Medium Risk
85,66,53,62,49,Paid,Female,Low Risk
76,62,53,53,58,Unpaid,Female,Low Risk
53,47,64,40,54,Paid,Male,Medium Risk
64,43,51,34,53,Paid,Male,Medium Risk
42,54,63,61,64,Paid,Male,Medium Risk
52,47,62,41,45,Unpaid,Male,High Risk
64,51,43,35,37,Paid,Female,Medium Risk
54,56,63,59,59,Unpaid,Female,Medium Risk
52,57,67,57,57,Paid,Male,Medium Risk
41,33,45,42,54,Paid,Male,High Risk
53,67,57,70,60,Unpaid,Female,Medium Risk
47,55,57,57,57,Paid,Male,Medium Risk
55,77,78,77,72,Paid,Male,Low Risk
69,66,61,58,57,Unpaid,Female,Medium Risk
11,33,35,51,47,Paid,Male,High Risk
38,45,37,49,48,Paid,Male,High Risk
68,53,53,39,53,Unpaid,Female,Medium Risk
62,62,59,62,72,Paid,Female,Low Risk
51,53,43,43,44,Paid,Female,High Risk
70,59,55,52,48,Unpaid,Female,Medium Risk
59,42,57,37,57,Paid,Male,Medium Risk
37,51,57,55,48,Paid,Female,Medium Risk
59,44,45,54,59,Paid,Female,Medium Risk
55,45,53,46,33,Paid,Female,Medium Risk
66,59,68,47,30,Paid,Female,Low Risk
59,59,41,45,66,Paid,Male,Medium Risk
51,59,50,36,41,Paid,Female,Medium Risk
51,48,48,50,50,Paid,Male,Medium Risk
37,50,32,29,38,Paid,Male,High Risk
62,57,42,47,42,Paid,Female,Medium Risk
33,35,47,52,50,Paid,Male,High Risk
66,41,51,35,50,Unpaid,Female,Medium Risk
52,65,52,66,54,Paid,Female,Medium Risk
53,51,43,49,47,Paid,Male,Medium Risk
58,57,62,63,53,Paid,Female,Low Risk
67,49,55,54,41,Paid,Male,Low Risk
56,50,44,61,48,Paid,Female,Medium Risk
44,49,56,48,63,Paid,Male,Medium Risk
62,37,37,33,45,Unpaid,Male,High Risk
18,60,61,59,67,Paid,Male,High Risk
88,79,78,73,69,Paid,Female,Low Risk
48,43,39,30,38,Paid,Female,High Risk
32,44,46,46,44,Unpaid,Female,High Risk
98,89,65,79,59,Paid,Male,Low Risk
41,34,44,31,51,Paid,Male,High Risk
69,74,58,71,66,Paid,Male,Low Risk
48,43,61,47,62,Unpaid,Female,High Risk
44,36,36,37,33,Paid,Male,High Risk
55,38,32,45,49,Paid,Female,High Risk
50,41,36,38,46,Unpaid,Female,High Risk
68,56,44,55,43,Paid,Male,Medium Risk
48,63,66,61,50,Unpaid,Male,Medium Risk
58,66,57,73,73,Paid,Female,Low Risk
78,69,68,77,73,Paid,Male,Low Risk
48,46,50,34,44,Unpaid,Male,High Risk
70,41,59,53,57,Paid,Male,Low Risk
63,58,67,65,53,Paid,Male,Low Risk
63,56,55,47,66,Paid,Male,Low Risk
70,54,41,47,49,Paid,Male,Medium Risk
58,68,69,72,70,Paid,Male,Low Risk
36,42,55,44,56,Unpaid,Male,High Risk
51,42,44,45,43,Unpaid,Female,High Risk
52,43,56,42,65,Paid,Female,Medium Risk
76,64,51,39,32,Unpaid,Female,Medium Risk
36,57,56,59,37,Paid,Male,Medium Risk
38,54,55,51,58,Paid,Female,High Risk
78,64,60,61,79,Paid,Female,Low Risk
26,45,46,51,45,Paid,Male,High Risk
54,60,86,67,67,Unpaid,Female,Medium Risk
49,47,32,42,46,Paid,Male,High Risk
37,55,58,47,51,Unpaid,Male,High Risk
77,73,65,64,61,Unpaid,Female,Low Risk
48,30,56,37,57,Paid,Female,High Risk
54,47,47,31,61,Paid,Male,High Risk
38,35,37,49,48,Paid,Male,High Risk
38,57,61,61,66,Unpaid,Female,High Risk
88,92,72,95,78,Paid,Male,Low Risk
62,41,43,34,51,Paid,Female,Medium Risk
70,42,45,52,52,Unpaid,Female,Medium Risk
65,63,62,56,47,Paid,Male,Low Risk
39,53,52,50,48,Unpaid,Female,High Risk
51,62,55,46,55,Paid,Female,Medium Risk
52,53,67,52,63,Paid,Male,Medium Risk
39,43,52,30,46,Paid,Female,High Risk
56,55,63,57,73,Unpaid,Female,Medium Risk
41,48,50,38,54,Paid,Male,Medium Risk
88,71,69,65,58,Paid,Male,Low Risk
30,34,27,52,43,Paid,Male,High Risk
50,60,47,49,47,Unpaid,Male,High Risk
69,66,63,62,64,Unpaid,Male,Low Risk
58,46,48,36,46,Paid,Female,Medium Risk
48,75,66,56,54,Paid,Male,Low Risk
62,74,60,52,59,Paid,Male,Low Risk
36,40,41,41,51,Paid,Male,High Risk
46,46,48,48,51,Paid,Female,High Risk
61,65,64,65,49,Paid,Female,Low Risk
56,59,63,50,50,Paid,Female,Medium Risk
47,55,63,50,64,Paid,Male,Medium Risk
57,54,51,58,58,Unpaid,Male,High Risk
87,62,63,53,51,Unpaid,Female,Low Risk
55,55,80,54,57,Unpaid,Male,Medium Risk
59,36,41,38,52,Paid,Male,Medium Risk
69,56,53,46,41,Paid,Male,Low Risk
59,44,43,35,47,Paid,Female,Medium Risk
80,54,37,49,45,Paid,Male,Low Risk
58,51,50,53,61,Paid,Female,Low Risk
28,36,43,31,56,Paid,Female,High Risk
46,49,55,43,35,Paid,Male,Medium Risk
49,61,54,49,58,Paid,Male,Medium Risk
50,47,50,54,74,Paid,Female,Medium Risk
67,71,60,55,54,Paid,Female,Low Risk
57,44,45,48,53,Unpaid,Female,High Risk
62,60,53,52,41,Paid,Male,Low Risk
80,67,60,53,79,Paid,Male,Low Risk
40,42,49,49,60,Paid,Female,High Risk
80,72,55,62,58,Unpaid,Male,Low Risk
84,55,65,55,69,Paid,Male,Low Risk
54,45,54,52,64,Unpaid,Male,High Risk
55,48,35,54,50,Paid,Female,Medium Risk
42,42,41,29,32,Unpaid,Male,High Risk
39,42,38,27,54,Paid,Male,High Risk
73,56,57,57,68,Unpaid,Female,Medium Risk
44,59,51,43,52,Paid,Male,Medium Risk
73,88,64,84,62,Unpaid,Male,Low Risk
66,45,36,37,41,Paid,Male,Medium Risk
46,56,63,60,75,Paid,Female,Medium Risk
61,45,60,41,61,Paid,Male,Medium Risk
77,70,50,54,60,Unpaid,Male,Low Risk
53,54,60,59,62,Unpaid,Male,Medium Risk
52,49,58,54,55,Paid,Female,Medium Risk
70,61,50,49,41,Unpaid,Female,Medium Risk
51,64,52,61,48,Paid,Female,Medium Risk
51,38,40,37,49,Unpaid,Male,High Risk
58,44,57,47,57,Unpaid,Male,Medium Risk
55,49,52,53,39,Paid,Female,Medium Risk
48,48,51,59,50,Unpaid,Male,Medium Risk
48,45,40,42,50,Paid,Male,High Risk
40,51,35,43,37,Paid,Female,High Risk
78,63,39,39,39,Paid,Female,Low Risk
64,62,60,69,58,Unpaid,Male,Medium Risk
68,45,39,27,35,Unpaid,Female,Medium Risk
54,55,54,44,48,Unpaid,Female,Medium Risk
34,56,51,50,63,Paid,Female,High Risk
38,34,30,36,42,Paid,Male,High Risk
65,84,52,79,53,Paid,Female,Low Risk
47,44,38,59,59,Unpaid,Female,High Risk
55,67,48,49,27,Paid,Male,Low Risk
45,50,52,51,40,Paid,Male,Medium Risk
66,62,65,41,55,Paid,Male,Low Risk
38,42,50,44,43,Paid,Male,High Risk
55,39,54,40,61,Unpaid,Female,High Risk
48,45,40,53,43,Unpaid,Female,High Risk
64,55,36,46,32,Paid,Female,Medium Risk
56,43,54,43,51,Paid,Male,Medium Risk
64,68,62,56,41,Paid,Male,Low Risk
45,43,47,41,53,Paid,Male,High Risk
46,49,61,53,57,Unpaid,Female,High Risk
47,44,38,39,48,Paid,Female,High Risk
52,39,60,45,45,Paid,Female,Medium Risk
49,52,67,42,64,Paid,Male,Medium Risk
75,58,53,45,48,Paid,Female,Low Risk
55,60,67,51,41,Paid,Female,Low Risk
55,57,57,51,55,Paid,Male,Medium Risk
76,69,59,58,55,Paid,Male,Low Risk
78,64,60,55,65,Unpaid,Male,Low Risk
82,72,66,66,42,Paid,Female,Low Risk
65,61,61,51,52,Paid,Female,Low Risk
49,61,54,77,67,Paid,Female,Medium Risk
37,44,40,24,49,Paid,Female,High Risk
65,64,61,47,48,Paid,Male,Low Risk
67,50,28,45,37,Paid,Female,Medium Risk
57,62,64,61,71,Unpaid,Female,High Risk
34,48,55,37,34,Paid,Female,High Risk
45,42,52,38,41,Paid,Male,Medium Risk
47,60,57,56,54,Unpaid,Male,High Risk
73,56,67,56,61,Paid,Female,Low Risk
90,62,55,45,59,Unpaid,Female,Low Risk
79,82,83,72,68,Unpaid,Male,Low Risk
32,62,62,54,67,Paid,Male,Medium Risk
41,51,49,56,53,Paid,Female,Medium Risk
35,44,56,46,60,Paid,Male,Medium Risk
40,46,42,53,50,Unpaid,Female,High Risk
65,69,69,67,56,Paid,Male,Low Risk
55,49,47,44,39,Paid,Male,Medium Risk
28,33,41,25,38,Paid,Female,High Risk
82,78,83,74,84,Unpaid,Female,Low Risk
45,43,21,52,53,Paid,Male,High Risk
47,48,42,50,58,Paid,Male,Medium Risk
31,45,45,47,51,Paid,Female,High Risk
52,52,50,59,59,Unpaid,Male,High Risk
58,43,43,52,51,Paid,Male,Medium Risk
64,76,77,70,64,Paid,Female,Low Risk
19,34,37,41,42,Paid,Female,High Risk
51,35,32,41,57,Unpaid,Male,High Risk
54,56,63,47,58,Paid,Female,Medium Risk
45,57,56,58,49,Unpaid,Male,High Risk
65,79,60,67,60,Paid,Female,Low Risk
66,54,28,62,52,Unpaid,Female,Medium Risk
31,36,55,53,66,Paid,Female,High Risk
53,54,52,62,50,Paid,Female,Low Risk
44,58,55,68,54,Paid,Male,Medium Risk
54,45,47,31,38,Unpaid,Male,High Risk
35,50,57,34,58,Paid,Female,High Risk
90,72,59,91,60,Paid,Female,Low Risk
55,56,67,58,58,Paid,Female,Medium Risk
42,44,37,44,39,Unpaid,Male,High Risk
34,55,49,42,43,Paid,Female,High Risk
56,38,46,30,58,Paid,Male,Medium Risk
62,54,46,50,54,Paid,Female,Low Risk
55,52,52,45,47,Paid,Male,Medium Risk
26,48,52,42,64,Paid,Female,High Risk
56,45,55,49,58,Paid,Male,Medium Risk
49,55,51,58,38,Paid,Male,Medium Risk
49,67,55,56,48,Unpaid,Female,Medium Risk
38,24,32,30,39,Unpaid,Female,High Risk
53,53,62,51,52,Paid,Female,Medium Risk
51,58,68,50,59,Paid,Female,Medium Risk
60,47,49,33,29,Unpaid,Male,High Risk
60,53,54,51,45,Paid,Male,Medium Risk
54,42,58,31,47,Paid,Female,Medium Risk
40,52,49,46,55,Unpaid,Female,High Risk
55,59,47,42,45,Paid,Male,Medium Risk
51,58,55,57,41,Unpaid,Male,High Risk
81,66,67,53,61,Paid,Male,Low Risk
37,49,46,49,54,Unpaid,Female,High Risk
38,39,47,60,56,Paid,Female,High Risk
63,57,73,40,57,Unpaid,Female,Medium Risk
32,18,33,26,37,Unpaid,Female,High Risk
54,83,69,79,61,Paid,Male,Low Risk
59,54,49,68,69,Paid,Female,Low Risk
57,33,36,60,52,Unpaid,Female,High Risk
70,76,69,61,40,Unpaid,Male,Low Risk
65,51,53,38,45,Unpaid,Female,Medium Risk
56,57,45,64,49,Unpaid,Male,High Risk
32,41,45,44,59,Paid,Female,High Risk
52,51,41,57,52,Paid,Male,Medium Risk
49,33,52,25,40,Paid,Male,High Risk
60,45,34,24,39,Paid,Male,Medium Risk
47,78,59,62,49,Paid,Male,Medium Risk
58,51,57,41,39,Paid,Female,Medium Risk
30,20,26,23,28,Unpaid,Male,High Risk
72,75,64,51,48,Paid,Female,Low Risk
47,43,40,37,39,Paid,Male,Medium Risk
